42860	Seneca, SC Micropolitan Statistical Area
43900	Spartanburg, SC Metropolitan Statistical Area
46420	Union, SC Micropolitan Statistical Area
25060	Gulfport-Biloxi, MS Metropolitan Statistical Area
37700	Pascagoula, MS Metropolitan Statistical Area
25420	Harrisburg-Carlisle, PA Metropolitan Statistical Area
30140	Lebanon, PA Metropolitan Statistical Area
25540	Hartford-West Hartford-East Hartford, CT Metropolitan Statistical Area
48740	Willimantic, CT Micropolitan Statistical Area
13060	Bay City, TX Micropolitan Statistical Area
26420	Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area
26660	Huntsville, TX Micropolitan Statistical Area
19460	Decatur, AL Metropolitan Statistical Area
26620	Huntsville, AL Metropolitan Statistical Area
13940	Blackfoot, ID Micropolitan Statistical Area
26820	Idaho Falls, ID Metropolitan Statistical Area
11300	Anderson, IN Metropolitan Statistical Area
18020	Columbus, IN Metropolitan Statistical Area
18820	Crawfordsville, IN Micropolitan Statistical Area
26900	Indianapolis, IN Metropolitan Statistical Area
35220	New Castle, IN Micropolitan Statistical Area
35860	North Vernon, IN Micropolitan Statistical Area
18660	Cortland, NY Micropolitan Statistical Area
27060	Ithaca, NY Metropolitan Statistical Area
26480	Humboldt, TN Micropolitan Statistical Area
27180	Jackson, TN Metropolitan Statistical Area
27140	Jackson, MS Metropolitan Statistical Area
49540	Yazoo City, MS Micropolitan Statistical Area
27740	Johnson City, TN Metropolitan Statistical Area
28700	Kingsport-Bristol-Bristol, TN-VA Metropolitan Statistical Area
11860	Atchison, KS Micropolitan Statistical Area
28140	Kansas City, MO-KS Metropolitan Statistical Area
47660	Warrensburg, MO Micropolitan Statistical Area
25340	Harriman, TN Micropolitan Statistical Area
28940	Knoxville, TN Metropolitan Statistical Area
29220	La Follette, TN Micropolitan Statistical Area
42940	Sevierville, TN Micropolitan Statistical Area
29020	Kokomo, IN Metropolitan Statistical Area
37940	Peru, IN Micropolitan Statistical Area
10020	Abbeville, LA Micropolitan Statistical Area
18940	Crowley, LA Micropolitan Statistical Area
29180	Lafayette, LA Metropolitan Statistical Area
35340	New Iberia, LA Micropolitan Statistical Area
36660	Opelousas-Eunice, LA Micropolitan Statistical Area
23140	Frankfort, IN Micropolitan Statistical Area
29140	Lafayette, IN Metropolitan Statistical Area
27660	Jennings, LA Micropolitan Statistical Area
29340	Lake Charles, LA Metropolitan Statistical Area
29620	Lansing-East Lansing, MI Metropolitan Statistical Area
37020	Owosso, MI Micropolitan Statistical Area
29820	Las Vegas-Paradise, NV Metropolitan Statistical Area
37220	Pahrump, NV Micropolitan Statistical Area
23180	Frankfort, KY Micropolitan Statistical Area
30460	Lexington-Fayette, KY Metropolitan Statistical Area
34460	Mount Sterling, KY Micropolitan Statistical Area
40080	Richmond-Berea, KY Micropolitan Statistical Area
30620	Lima, OH Metropolitan Statistical Area
46780	Wert, OH Micropolitan Statistical Area
47540	Wapakoneta, OH Micropolitan Statistical Area
30780	Little Rock-North Little Rock, AR Metropolitan Statistical Area
38220	Pine Bluff, AR Metropolitan Statistical Area
42620	Searcy, AR Micropolitan Statistical Area
30980	Longview, TX Metropolitan Statistical Area
32220	Marshall, TX Micropolitan Statistical Area
31100	Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area
37100	Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area
40140	Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area
21060	Elizabethtown, KY Metropolitan Statistical Area
31140	Louisville, KY-IN Metropolitan Statistical Area
42500	Scottsburg, IN Micropolitan Statistical Area
30220	Levelland, TX Micropolitan Statistical Area
31180	Lubbock, TX Metropolitan Statistical Area
29900	Laurinburg, NC Micropolitan Statistical Area
31300	Lumberton, NC Micropolitan Statistical Area
22980	Fort Valley, GA Micropolitan Statistical Area
31420	Macon, GA Metropolitan Statistical Area
47580	Warner Robins, GA Metropolitan Statistical Area
12660	Baraboo, WI Micropolitan Statistical Area
31540	Madison, WI Metropolitan Statistical Area
15340	Bucyrus, OH Micropolitan Statistical Area
31900	Mansfield, OH Metropolitan Statistical Area
32420	Mayagüez, PR Metropolitan Statistical Area
41900	San Germán-Cabo Rojo, PR Metropolitan Statistical Area
33260	Midland, TX Metropolitan Statistical Area
36220	Odessa, TX Metropolitan Statistical Area
33340	Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area
39540	Racine, WI Metropolitan Statistical Area
22060	Faribault-Northfield, MN Micropolitan Statistical Area
26780	Hutchinson, MN Micropolitan Statistical Area
33460	Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area
39860	Red Wing, MN Micropolitan Statistical Area
41060	St. Cloud, MN Metropolitan Statistical Area
19300	Daphne-Fairhope, AL Micropolitan Statistical Area
33660	Mobile, AL Metropolitan Statistical Area
12820	Bastrop, LA Micropolitan Statistical Area
33740	Monroe, LA Metropolitan Statistical Area
10760	Alexander City, AL Micropolitan Statistical Area
33860	Montgomery, AL Metropolitan Statistical Area
34100	Morristown, TN Metropolitan Statistical Area
35460	Newport, TN Micropolitan Statistical Area
23860	Georgetown, SC Micropolitan Statistical Area
34820	Myrtle Beach-Conway-North Myrtle Beach, SC Metropolitan Statistical Area
17940	Columbia, TN Micropolitan Statistical Area
34980	Nashville-Davidson--Murfreesboro, TN Metropolitan Statistical Area
14220	Bogalusa, LA Micropolitan Statistical Area
35380	New Orleans-Metairie-Kenner, LA Metropolitan Statistical Area
14860	Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area
28740	Kingston, NY Metropolitan Statistical Area
35300	New Haven-Milford, CT Metropolitan Statistical Area
35620	New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistic39100	Poughkeepsie-Newburgh-Middletown, NY Metropolitan Statistical Area
45860	Torrington, CT Micropolitan Statistical Area
45940	Trenton-Ewing, NJ Metropolitan Statistical Area
36420	Oklahoma City, OK Metropolitan Statistical Area
43060	Shawnee, OK Micropolitan Statistical Area
23340	Fremont, NE Micropolitan Statistical Area
36540	Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area
36740	Orlando-Kissimmee, FL Metropolitan Statistical Area
45540	The Villages, FL Micropolitan Statistical Area
32460	Mayfield, KY Micropolitan Statistical Area
37140	Paducah, KY-IL Micropolitan Statistical Area
15900	Canton, IL Micropolitan Statistical Area
37900	Peoria, IL Metropolitan Statistical Area
37980	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area47220	Vineland-Millville-Bridgeton, NJ Metropolitan Statistical Area
35260	New Castle, PA Micropolitan Statistical Area
38300	Pittsburgh, PA Metropolitan Statistical Area
17620	Coamo, PR Micropolitan Statistical Area
38660	Ponce, PR Metropolitan Statistical Area
42180	Santa Isabel, PR Micropolitan Statistical Area
49500	Yauco, PR Metropolitan Statistical Area
30340	Lewiston-Auburn, ME Metropolitan Statistical Area
38860	Portland-South Portland-Biddeford, ME Metropolitan Statistical Area
20380	Dunn, NC Micropolitan Statistical Area
20500	Durham, NC Metropolitan Statistical Area
39580	Raleigh-Cary, NC Metropolitan Statistical Area
12860	Batavia, NY Micropolitan Statistical Area
40380	Rochester, NY Metropolitan Statistical Area
42900	Seneca Falls, NY Micropolitan Statistical Area
23300	Freeport, IL Micropolitan Statistical Area
40300	Rochelle, IL Micropolitan Statistical Area
40420	Rockford, IL Metropolitan Statistical Area
23820	Gardnerville Ranchos, NV Micropolitan Statistical Area
40900	Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area
46020	Truckee-Grass Valley, CA Micropolitan Statistical Area
13020	Bay City, MI Metropolitan Statistical Area
40980	Saginaw-Saginaw Township North, MI Metropolitan Statistical Area
22100	Farmington, MO Micropolitan Statistical Area
41180	St. Louis, MO-IL Metropolitan Statistical Area
36180	Ocean Pines, MD Micropolitan Statistical Area
41540	Salisbury, MD Metropolitan Statistical Area
14940	Brigham City, UT Micropolitan Statistical Area
25720	Heber, UT Micropolitan Statistical Area
36260	Ogden-Clearfield, UT Metropolitan Statistical Area
41620	Salt Lake City, UT Metropolitan Statistical Area
34900	Napa, CA Metropolitan Statistical Area
41860	San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area
41940	San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area
42100	Santa Cruz-Watsonville, CA Metropolitan Statistical Area
42220	Santa Rosa-Petaluma, CA Metropolitan Statistical Area
46700	Vallejo-Fairfield, CA Metropolitan Statistical Area
21940	Fajardo, PR Metropolitan Statistical Area
41980	San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area
46580	Utuado, PR Micropolitan Statistical Area
21580	Espanola, NM Micropolitan Statistical Area
42140	Santa Fe, NM Metropolitan Statistical Area
25980	Hinesville-Fort Stewart, GA Metropolitan Statistical Area
42340	Savannah, GA Metropolitan Statistical Area
14740	Bremerton-Silverdale, WA Metropolitan Statistical Area
36020	Oak Harbor, WA Micropolitan Statistical Area
36500	Olympia, WA Metropolitan Statistical Area
42660	Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area
43220	Shelton, WA Micropolitan Statistical Area
33380	Minden, LA Micropolitan Statistical Area
43340	Shreveport-Bossier City, LA Metropolitan Statistical Area
43580	Sioux City, IA-NE-SD Metropolitan Statistical Area
46820	Vermillion, SD Micropolitan Statistical Area
30260	Lewisburg, PA Micropolitan Statistical Area
42780	Selinsgrove, PA Micropolitan Statistical Area
44980	Sunbury, PA Micropolitan Statistical Area
12180	Auburn, NY Micropolitan Statistical Area
45060	Syracuse, NY Metropolitan Statistical Area
23380	Fremont, OH Micropolitan Statistical Area
45780	Toledo, OH Metropolitan Statistical Area
12780	Bartlesville, OK Micropolitan Statistical Area
46140	Tulsa, OK Metropolitan Statistical Area
27380	Jacksonville, TX Micropolitan Statistical Area
46340	Tyler, TX Metropolitan Statistical Area
32280	Martin, TN Micropolitan Statistical Area
46460	Union City, TN-KY Micropolitan Statistical Area
12580	Baltimore-Towson, MD Metropolitan Statistical Area
19020	Culpeper, VA Micropolitan Statistical Area
30500	Lexington Park, MD Micropolitan Statistical Area
47900	Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Are49020	Winchester, VA-WV Metropolitan Statistical Area
32980	Merrill, WI Micropolitan Statistical Area
48140	Wausau, WI Metropolitan Statistical Area
48620	Wichita, KS Metropolitan Statistical Area
49060	Winfield, KS Micropolitan Statistical Area
30820	Lock Haven, PA Micropolitan Statistical Area
48700	Williamsport, PA Metropolitan Statistical Area
23900	Gettysburg, PA Micropolitan Statistical Area
49620	York-Hanover, PA Metropolitan Statistical Area
20620	East Liverpool-Salem, OH Micropolitan Statistical Area
49660	Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area
