C3081	Miscellaneous Topographic Features	Locality Point	Y	N	N	A point that identifies the location and name of a locality (e.g., crossroad, community, populated place or locale) that usually does not have a formally established boundary.
C3085	Miscellaneous Topographic Features	Alaska Native Village Official Point	Y	N	N	A point that serves as the core of an Alaska Native village and is used in defining Alaska Native village statistical areas.
G1000	Tabulation Area	Nation	N	N	Y	This feature represents sovereign states recognized by the U.S. Department of State. For Census Bureau purposes, the area for which the decennial census is conducted, which is the United States, Puerto Rico, and the Island Areas (American Samoa, Guam, the Commonwealth of the Northern Mariana Islands, and the U.S. Virgin Islands). The feature may also include other sovereign states such as Canada and Mexico, but currently does not do so.
G1100	Tabulation Area	Census Region	N	N	Y	A grouping of states and the District of Columbia for the presentation of census data. The United States is subdivided into four Census Regions—Northeast, South, Midwest, and West.
G1200	Tabulation Area	Census Division	N	N	Y	A grouping of states and the District of Columbia that is a subdivision of the four Census Regions.
G2100	American Indian, Alaska Native, or Native Hawaiian Area	American Indian Area (AIA)	N	N	Y	A legally defined state- or federally recognized reservation and/or off- reservation trust land entity (excluding statistical American Indian and Alaska Native areas).
G2120	American Indian, Alaska Native, or Native Hawaiian Area	Hawaiian Home Land (HH)	N	N	Y	A legal area held in trust for the benefit of Native Hawaiians by the state of Hawaii, pursuant to the Hawaiian Homes Commission Act of 1920, as amended.
G2130	American Indian, Alaska Native, or Native Hawaiian Area	Alaska Native Village Statistical Area (ANVSA)	N	N	Y	A statistical area that represents the more densely settled portion of Alaska Native villages (ANVs), which constitute associations, bands, clans, communities, groups, tribes, or villages recognized pursuant to the Alaska Native Claims Settlement Act of 1971 (Public Law 92-203).
G2140	American Indian, Alaska Native, or Native Hawaiian Area	Oklahoma Tribal Statistical Area (OTSA)	N	N	Y	A statistical entity identified and delineated by the Census Bureau in consultation with federally recognized American Indian tribes that have no current reservation, but had a former reservation in Oklahoma.
G2150	American Indian, Alaska Native, or Native Hawaiian Area	State-Designated Tribal Statistical Area (SDTSA)	N	N	Y	A statistical geographic entity identified and delineated for the Census Bureau by a state-appointed liaison for a state-recognized American Indian tribe that does not currently have a reservation and/or lands in trust.
G2160	American Indian, Alaska Native, or Native Hawaiian Area	Tribal Designated Statistical Area (TDSA)	N	N	Y	A statistical geographic entity identified and delineated for the Census Bureau by a federally recognized American Indian tribe that does not currently have a reservation and/or off-reservation trust land.
G2170	American Indian, Alaska Native, or Native Hawaiian Area	American Indian Joint-Use Area (AIJUA)	N	N	Y	An area administered jointly and/or claimed by two or more American Indian tribes.
G2200	Tabulation Area	Alaska Native Regional Corporation	N	N	Y	Corporate entities with legal boundaries established to conduct both business and nonprofit affairs of Alaska Natives pursuant to the Alaska Native Claims Settlement Act of 1972 (Public Law 92-203). There are twelve geographically defined ANRCs and they are all within and cover most of the State of Alaska (the Annette Island Reserve—an American Indian reservation—is excluded from any ANRC).
G2300	Tabulation Area	Tribal Subdivision	N	N	Y	Administrative subdivisions of federally recognized American Indian reservations, off-reservation trust lands, or Oklahoma tribal statistical areas (OTSAs). These entities are internal units of self-government or administration that serve social, cultural, and/or economic purposes for the American Indians on the reservations, off-reservation trust lands, or OTSAs.
G2400	Tabulation Area	Tribal Census Tract	N	N	Y	A relatively small and permanent statistical subdivision of a federally recognized American Indian reservation and/or off-reservation trust land, delineated by American Indian tribal participants or the Census Bureau for the purpose of presenting demographic data.
G2410	Tabulation Area	Tribal Block Group	N	N	Y	A cluster of census blocks within a single tribal census tract delineated by American Indian tribal participants or the Census Bureau for the purpose of presenting demographic data.
G3100	Tabulation Area	Combined Statistical Area	N	N	Y	A grouping of adjacent metropolitan and/or micropolitan statistical areas that have a degree of economic and social integration, as measured by commuting.
G3110	Tabulation Area	Metropolitan and Micropolitan Statistical Are	N	N	Y	An area containing a substantial population nucleus together with adjacent communities having a high degree of economic and social integration with that core, as measured by commuting. Each area is defined using whole counties and equivalents.
G3120	Tabulation Area	Metropolitan Division	N	N	Y	A county or grouping of counties that is a subdivision of a Metropolitan Statistical Area containing an urbanized area with a population of 2.5 million or more.
G3200	Tabulation Area	Combined New England City and Town Area	N	N	Y	A grouping of adjacent New England city and town areas that have a degree of economic and social integration, as measured by commuting.
G3210	Tabulation Area	New England City and Town Metropolitan and Micropolitan Statistical Are	N	N	Y	An area containing a substantial population nucleus together with adjacent communities having a high degree of economic and social integration with that core, as measured by commuting. Each area is defined using Minor Civil Divisions (MCDs) in New England.
G3220	Tabulation Area	New England City and Town Division	N	N	Y	A grouping of cities and towns in New England that is a subdivision of a New England City and Town Area containing an urbanized area with a population of 2.5 million or more.
G3500	Tabulation Area	Urban Area	N	N	Y	Densely settled territory that contains at least 2,500 people. The subtypes of this feature are Urbanized Area (UA), which consists of 50,000 + people and Urban Cluster, which ranges between 2,500 and 49,999 people.
G4000	Tabulation Area	State or Equivalent Feature	N	N	Y	The primary governmental divisions of the United States. The District of Columbia is treated as a statistical equivalent of a state for census purposes, as are Puerto Rico, American Samoa, Guam, the Commonwealth of the Northern Mariana Islands, and the U.S. Virgin Islands.
G4020	Tabulation Area	County or Equivalent Feature	N	N	Y	The primary division of a state or state equivalent area. The primary divisions of 48 states are termed County, but other terms are used such as Borough in Alaska, Parish in Louisiana, and Municipio in Puerto Rico. This feature includes independent cities, which are incorporated places that are not part of any county.
G4040	Tabulation Area	County Subdivision	N	N	Y	The primary divisions of counties and equivalent features for the reporting of Census Bureau data. The subtypes of this feature are Minor Civil Division, Census County Division/Census Subarea, and Unorganized Territory. This feature includes independent places, which are incorporated places that are not part of any county subdivision.
G4050	Tabulation Area	Estate	N	N	Y	A subdivision of the three major islands in the U.S. Virgin Islands (USVI). The estates have legally defined boundaries and are much smaller in area than the Census Subdistricts (USVI county subdivisions), but do not necessarily nest within these districts.
G4060	Tabulation Area	Sub-Minor Civil Division	N	N	Y	Legally defined divisions (subbarrios) of minor civil divisions (barrios- pueblo and barrios) in Puerto Rico.
G4110	Tabulation Area	Incorporated Place	N	N	Y	A legal entity incorporated under state law to provide general-purpose governmental services to a concentration of population. Incorporated places are generally designated as a city, borough, municipality, town, village, or, in a few instances, have a different legal description.
G4120	Tabulation Area	Consolidated City	N	N	Y	An incorporated place that has merged governmentally with a county or minor civil division, but one or more of the incorporated places continues to function within the consolidation. It is a place that contains additional separately incorporated places.
G4210	Tabulation Area	Census Designated Place	N	N	Y	A statistical area that is defined for a named concentration of population and is the statistical counterpart of an incorporated place.
G4300	Tabulation Area	Economic Census Place	N	N	Y	The lowest level of geographic area for presentation of some types of Economic Census data. It includes incorporated places, consolidated cities, census designated places (CDPs), minor civil divisions (MCDs) in selected states, and balances of MCDs or counties. An incorporated place, CDP, MCD, or balance of MCD qualifies as an economic census place if it contains 2,500 or more residents, or 2,500 or more jobs, according to the most current data available.
G5020	Tabulation Area	Census Tract	N	N	Y	Relatively permanent statistical subdivisions of a County or equivalent feature delineated by local participants as part of the Census Bureau's Participant Statistical Areas Program.
G5030	Tabulation Area	Block Group	N	N	Y	A cluster of census blocks having the same first digit of their four-digit identifying numbers within a Census Tract. For example, block group 3 (BG 3) within a Census Tract includes all blocks numbered from 3000 to 3999.
G5040	Tabulation Area	Tabulation Block	N	N	Y	The lowest-order census defined statistical area. It is an area, such as a city block, bounded primarily by physical features but sometimes by invisible city or property boundaries. A tabulation block boundary does not cross the boundary of any other geographic area for which the Census Bureau tabulates data. The subtypes of this feature are Count Question Resolution (CQR), current, and tabulation census.
G5200	Tabulation Area	Congressional District	N	N	Y	The 435 areas from which people are elected to the U.S. House of Representatives. Additional equivalent features exist for state equivalents with nonvoting delegates or no representative. The subtypes of this feature are 111th, 113th, 114th, 115th, 116th, 117th, and 118th Congressional Districts, plus subsequent Congresses.
G5210	Tabulation Area	State Legislative District (Upper Chamber)	N	N	Y	Areas established by a state or equivalent government from which members are elected to the upper or unicameral chamber of a state governing body. The upper chamber is the senate in a bicameral legislature, and the unicameral case is a single house legislature (Nebraska). The subtypes of this feature are legislative session year, such as 2010, 2012, 2014, 2016, 2017, 2018, and so forth, with the year indicating the vintage of the district.
G5220	Tabulation Area	State Legislative District (Lower Chamber)	N	N	Y	Areas established by a state or equivalent government from which members are elected to the lower chamber of a state governing body. The lower chamber is the House of Representatives in a bicameral legislature. The subtypes of this feature are legislative session year, such as 2010, 2012, 2014, 2016, 2017, 2018, and so forth, with the year indicating the vintage of the district.
G5240	Tabulation Area	Voting District	N	N	Y	The generic name for the geographic features, such as precincts, wards, and election districts, established by state, local, and tribal governments for the purpose of conducting elections.
G5400	Tabulation Area	Elementary School District	N	N	Y	A geographic area within which officials provide public elementary grade- level educational services for residents.
G5410	Tabulation Area	Secondary School District	N	N	Y	A geographic area within which officials provide public secondary grade- level educational services for residents.
G5420	Tabulation Area	Unified School District	N	N	Y	A geographic area within which officials provide public educational services for all grade levels for residents.
G6120	Tabulation Area	Public Use Microdata Area (PUMA)	N	N	Y	A decennial census area with a population of at least 100,000 for which the Census Bureau provides selected extracts of household-level data from a 5% sample of long-form Census Bureau records that are screened to protect confidentiality. In Guam and the U.S. Virgin Islands, the extracts are from a 10% sample.
G6300	Tabulation Area	Traffic Analysis District	N	N	Y	An area delineated by Metropolitan Planning Organizations (MPOs) and state Departments of Transportation (DOTs) for tabulating journey-to- work and place-of-work data. A Traffic Analysis District (TAD) consists of one or more Traffic Analysis Zones (TAZs).
G6320	Tabulation Area	Traffic Analysis Zone	N	N	Y	An area delineated by state and/or local transportation officials and Metropolitan Planning Organizations (MPOs) for tabulating journey-to- work and place-of-work data.
G6330	Tabulation Area	Urban Growth Area	N	N	Y	An area defined under state authority to manage urbanization that the U.S. Census Bureau includes in its products in agreement with an individual state.
G6350	Tabulation Area	Zip Code Tabulation Area (Five-Digit)	N	N	Y	An approximate statistical-area representation of a U.S. Postal Service (USPS) 5-digit ZIP Code service area.
G6400	Tabulation Area	Planning Region	N	N	Y	A grouping of municipios defined by Puerto Rico officials for the purpose of presenting economic census statistical data.
H1100	Hydrographic Features	Connector	N	Y	N	A known, but nonspecific, hydrographic connection between two nonadjacent water features.
H2030	Hydrographic Features	Lake/Pond	N	N	Y	A standing body of water that is surrounded by land.
H2040	Hydrographic Features	Reservoir	N	N	Y	An artificially impounded body of water.
H2041	Hydrographic Features	Treatment Pond	N	N	Y	An artificial body of water built to treat fouled water.
H2051	Hydrographic Features	Bay/Estuary/Gulf/Sound	N	N	Y	A body of water partly surrounded by land. [includes arm, bight, cove, and inlet]
H2053	Hydrographic Features	Ocean/Sea	N	N	Y	The great body of salt water that covers much of the earth.
H2060	Hydrographic Features	Gravel Pit/Quarry filled with water	N	N	Y	A body of water in a place or area from which commercial minerals were removed from the Earth.
H2081	Hydrographic Features	Glacier	N	N	Y	A body of ice moving outward and down slope from an area of accumulation; an area of relatively permanent snow or ice on the top or side of a mountain or mountainous area. [includes ice field and ice patch]
H3010	Hydrographic Features	Stream/River	N	Y	Y	A natural flowing waterway. [includes anabranch, awawa, branch, brook, creek, distributary, fork, kill, pup, rio, and run]
H3013	Hydrographic Features	Braided Stream	N	Y	Y	A natural flowing waterway with an intricate network of interlacing channels.
H3020	Hydrographic Features	Canal, Ditch, or Aqueduct	N	Y	Y	An artificial waterway constructed to transport water, to irrigate or drain land, to connect two or more bodies of water, or to serve as a waterway for watercraft. [includes lateral]
K1121	Potential Living Quarters	Apartment Building or Complex	N	N	Y	A building complex that contains multiple living quarters generally for which rent is paid.
K1223	Potential Living Quarters	Trailer Court or Mobile Home Park	N	N	Y	An area in which parking space for house trailers is rented, usually providing utilities and services.
K1225	Potential Living Quarters	Crew-of-Vessel Location	Y	N	Y	A point or area in which the population of military or merchant marine vessels at sea are assigned, usually being at or near the home port pier.
K1226	Potential Living Quarters	Housing Facility/Dormitory for Workers	N	N	Y	A facility providing housing for a number of persons employed as semi- permanent or seasonal laborers.
K1227	Potential Living Quarters	Hotel, Motel, Resort, Spa, Hostel, YMCA, or YWCA	N	N	Y	A facility providing transient lodging or living quarters, generally for some payment.
K1228	Potential Living Quarters	Campground	N	N	Y	An area used for setting up mobile temporary living quarters (camp) or holding a camp meeting, sometimes providing utilities and other amenities.
K1229	Potential Living Quarters	Shelter or Mission	N	N	Y	A facility providing low-cost or free living quarters established by a welfare or educational organization for the needy people of a district.
K1231	Potential Living Quarters	Hospital/Hospice/Urgent Care Facility	Y	N	Y	A facility where the sick or injured may receive medical or surgical attention. [including infirmary]
K1233	Potential Living Quarters	Nursing Home, Retirement Home, or Home for the	N	N	Y	A facility to house and provide care for the elderly.
K1235	Potential Living Quarters	Juvenile Institution	N	N	Y	A facility (correctional or non-correctional) where groups of juveniles reside; this includes training schools, detention centers, residential treatment centers and orphanages.
K1236	Potential Living Quarters	Local Jail or Detention Center	Y	N	Y	A facility that serves as a place for the confinement of adult persons in lawful detention, administered by a local (tribal, county, municipal, etc.) government.
K1237	Potential Living Quarters	Federal Penitentiary, State Prison, or Prison Farm	Y	N	Y	A facility that serves as a place for the confinement of adult persons in lawful detention, administered by the federal government or a state government.
K1238	Potential Living Quarters	Other Correctional Institution	Y	N	Y	A facility that serves as a place for the confinement of adult persons in lawful detention, not elsewhere classified or administered by a government of unknown jurisdiction.
K1239	Potential Living Quarters	Convent, Monastery, Rectory, Other Religious Group Quarters	Y	N	Y	An institution intended for residential use by those having a religious vocation.
K2100	Workplaces	Governmental	N	N	Y	A place where employees are employed in federal, state, local, or tribal government.
K2110	Governmental	Military Installation	Y	N	Y	An area owned and/or occupied by the Department of Defense for use by a branch of the armed forces (such as the Army, Navy, Air Force, Marines, or Coast Guard), or a state owned area for the use of the National Guard.
K2146	Governmental	Community Center	Y	N	Y	A meeting place used by members of a community for social, cultural, or recreational purposes.
K2165	Governmental	Government Center	Y	N	Y	A place used by members of government (either federal, state, local, or tribal) for administration and public business.
K2167	Governmental	Convention Center	Y	N	Y	An exhibition hall or conference center with enough open space to host public and private business and social events.
K2180	Governmental	Park	N	N	Y	A place or area set aside for recreation or preservation of a cultural or natural resource.
K2181		National Park Service Land Park	Y	N	Y	Land under the jurisdiction of the National Park Service, including National Parks, most National Monuments, and certain other lands.
K2182	Park	National Forest or Other Federal Land	Y	N	Y	Land under the jurisdiction of the U.S. Forest Service or other federal agency, excluding National Park Service land.
K2183	Park	Tribal Park, Forest, or Recreation Area	Y	N	Y	A place or area set aside for recreation or preservation of a cultural or natural resource and under the administration of an American Indian tribe.
K2184	Park	State Park, Forest, or Recreation Area	Y	N	Y	A place or area set aside for recreation or preservation of a cultural or natural resource and under the administration of a state government.
K2185	Park	Regional Park, Forest, or Recreation Area	Y	N	Y	A place or area set aside for recreation or preservation of a cultural or natural resource and under the administration of a regional government.
K2186	Park	County Park, Forest, or Recreation Area	Y	N	Y	A place or area set aside for recreation or preservation of a cultural or natural resource and under the administration of a county government.
K2187	Park	County Subdivision Park, Forest, or Recreation Area	Y	N	Y	A place or area set aside for recreation or preservation of a cultural or natural resource and under the administration of a minor civil division (town/township) government.
K2188	Park	Incorporated Place Park, Forest, or Recreation Area	Y	N	Y	A place or area set aside for recreation or preservation of a cultural or natural resource and under the administration of a municipal government.
K2189	Park	Private Park, Forest, or Recreation Area	Y	N	Y	A privately owned place or area set aside for recreation or preservation of a cultural or natural resource.
K2190	Park	Other Park, Forest, or Recreation Area (quasi- public, independent park commission, etc.)	Y	N	Y	A place or area set aside for recreation or preservation of a cultural or natural resource and under the administration of some other type of government or agency such as an independent park authority or commission.
K2191	Governmental	Post Office	Y	N	N	An official facility of the U.S. Postal Service used for processing and distributing mail and other postal material.
K2193	Governmental	Fire Department	Y	N	N	A facility that houses equipment and personnel to fight fires and provide other assistance.
K2194	Governmental	Police Station	Y	N	N	A facility that is the headquarters for law enforcement officers.
K2195	Governmental	Library	Y	N	N	A facility in which literary, musical, artistic, or reference materials are kept for public use.
K2196	Governmental	City/Town Hall	Y	N	N	A facility that houses the chief administrative offices of a local municipal government.
K2300	Workplaces	Commercial Workplace	N	N	Y	A place of employment for wholesale, retail, or other trade.
K2361	Commercial Workplace	Shopping Center or Major Retail Center	N	N	Y	A group of retail establishments within a planned subdivision sharing a common parking area.
K2362	Commercial Workplace	Industrial Building or Industrial Park	N	N	Y	One or more manufacturing establishments within an area zoned for fabrication, construction, or other similar trades.
K2363	Commercial Workplace	Office Building or Office Park	N	N	Y	One or more structures containing employees performing business, clerical, or professional services.
K2364	Commercial Workplace	Farm/Vineyard/Winery/Orch ard	N	N	Y	An agricultural establishment where crops are grown and/or animals are raised.
K2366	Commercial Workplace	Other Employment Center	N	N	Y	A place of employment not elsewhere classified or of unknown type.
K2400	Workplaces	Transportation Terminal	Y	N	Y	A facility where one or more modes of transportation can be accessed by people or for the shipment of goods; examples of such a facility include marine terminal, bus station, train station, airport and truck warehouse.
K2424	Transportation Terminal	Marina	N	N	Y	A place where privately owned, light-watercraft and/or houseboats are moored.
K2432	Transportation Terminal	Pier/Dock	N	Y	Y	A platform built out from the shore into the water and supported by piles. This platform may provide access to ships and boats, or it may be used for recreational purposes.
K2451	Transportation Terminal	Airport or Airfield	Y	Y	Y	A manmade facility maintained for the use of aircraft. [including airstrip, landing field, and landing strip]
K2452	Transportation Terminal	Train Station, Trolley or Mass Transit Rail Station	Y	N	Y	A place where travelers can board and exit rail transit lines, including associated ticketing, freight, and other commercial offices.
K2453	Transportation Terminal	Bus Terminal	Y	N	Y	A place where travelers can board and exit mass motor vehicle transit, including associated ticketing, freight, and other commercial offices.
K2454	Transportation Terminal	Marine Terminal	Y	N	Y	A place where travelers can board and exit water transit or where cargo is handled, including associated ticketing, freight, and other commercial offices.
K2455	Transportation Terminal	Seaplane Anchorage	Y	N	Y	A place where an airplane equipped with floats for landing on or taking off from a body of water can debark and load.
K2456	Transportation Terminal	Airport—Intermodal Transportation	Y	N	Y	A major air transportation facility where travelers can board and exit airplanes and connect with other (i.e. non-air) modes of transportation.
K2457	Transportation Terminal	Airport—Statistical Representation	N	N	Y	The area of an airport adjusted to include whole 2010 tabulation census blocks used for the delineation of urban areas.
K2458	Transportation Terminal	Park and Ride Facility /Parking Lot	Y	N	Y	A place where motorists can park their cars and transfer to other modes of transportation.
K2459	Transportation Terminal	Runway/Taxiway	Y	Y	Y	A fairly level and usually paved expanse used by airplanes for taking off and landing at an airport.
K2460	Transportation Terminal	Helicopter Landing Pad	Y	N	Y	A fairly level and usually paved expanse used by helicopters for taking off and landing.
K2540	Other Workplace	University or College	Y	N	Y	An institution for post-secondary study, teaching, and learning. [including seminary]
K2543	Other Workplace	School or Academy	Y	N	Y	An institution for preschool, elementary or secondary study, teaching, and learning.
K2545	Other Workplace	Museum, Visitor Center, Cultural Center, or Tourist Attraction	Y	N	Y	An attraction of historical, cultural, educational or other interest that provides information or displays artifacts.
K2561	Other Workplace	Golf Course	Y	N	Y	A public or private facility designed for playing golf.
K2564	Other Workplace	Amusement Center	N	N	Y	A facility that offers entertainment, performances or sporting events. Examples include arena, auditorium, theater, stadium, coliseum, race course, theme park, fairgrounds and shooting range.
K2582	Other Workplace	Cemetery	Y	N	Y	A place or area for burying the dead. [including burying ground and memorial garden]
K2586	Other Workplace	Zoo	Y	N	Y	A facility in which terrestrial and/or marine animals are confined within enclosures and displayed to the public for educational, preservation, and research purposes.
K3544	Other Workplace	Place of Worship	Y	N	Y	A sanctified place or structure where people gather for religious worship; examples include church, synagogue, temple, and mosque.
L4010	Miscellaneous Linear Features	Pipeline	N	Y	N	A long tubular conduit or series of pipes, often underground, with pumps and valves for flow control, used to transport fluid (e.g., crude oil, natural gas), especially over great distances.
L4020	Miscellaneous Linear Features	Powerline	N	Y	N	One or more wires, often on elevated towers, used for conducting high- voltage electric power.
L4031	Miscellaneous Linear Features	Aerial Tramway/Ski Lift	N	Y	N	A conveyance that transports passengers or freight in carriers suspended from cables and supported by a series of towers.
L4110	Miscellaneous Linear Features	Fence Line	N	Y	N	A man-made barrier enclosing or bordering a field, yard, etc., usually made of posts and wire or wood, used to prevent entrance, to confine, or to mark a boundary.
L4121	Miscellaneous Linear Features	Ridge Line	N	Y	N	The line of highest elevation along a ridge.
L4125	Miscellaneous Linear Features	Cliff/Escarpment	N	Y	N	A very steep or vertical slope. [including bluff, crag, head, headland, nose, palisades, precipice, promontory, rim, and rimrock]
L4130	Miscellaneous Linear Features	Point-to-Point Line	N	Y	N	A line defined as beginning at one location point and ending at another, where each of these points is usually in sight of the other and no structures are in proximity to the line. This includes straight-line, nonvisible, 180-degree extensions off the ends of a terminating linear feature.
L4140	Miscellaneous Linear Features	Property/Parcel Line (Including PLSS)	N	Y	N	A cadastal boundary line separating two distinct real property parcels or a Public Land Survey System or equivalent survey line.
L4150	Miscellaneous Linear Features	Coastline	N	Y	N	The line that separates either land or Inland water from Coastal, Territorial or Great Lakes water. Where land directly borders Coastal, Territorial or Great Lakes water, the shoreline represents the Coastline. Where Inland water (such as a river) flows into Coastal, Territorial or Great Lakes water, the closure line separating the Inland water from the other class of water represents the Coastline.
L4165	Miscellaneous Linear Features	Ferry Crossing	N	Y	N	A nonvisible feature defining the route used to carry or convey people or cargo back and forth over a waterbody in a boat.
P0001	Bounding Edges and Non-Feature Edges	Nonvisible Linear Legal/Statistical Boundary	N	Y	N	A legal/statistical boundary line that does not correspond to a shoreline or other visible feature on the ground.
P0002	Bounding Edges and Non-Feature Edges	Perennial Shoreline	N	Y	N	The more-or-less permanent boundary between land and water for a water feature that exists year-round.
P0003	Bounding Edges and Non-Feature Edges	Intermittent Shoreline	N	Y	N	The boundary between land and water (when water is present) for a water feature that does not exist year-round.
P0004	Bounding Edges and Non-Feature Edges	Other Non-Visible Edge	N	Y	N	An edge that does not represent a legal/statistical boundary, and does not correspond to a shoreline or other visible feature on the ground. Many such edges bound area landmarks, while many others separate water features from each other (e.g., where a bay meets the ocean).
R1011	Rail Features	Rail Feature	N	Y	N	A fixed rail line, generally visible from the surface, which carries any type of rail vehicle including railroad, off-street transit and mountain rail systems.
S1100	Road/Path Features	Primary Road	N	Y	N	Primary roads are limited-access highways that connect to other roads only at interchanges and not at at-grade intersections. This category includes Interstate highways, as well as all other highways with limited access (some of which are toll roads). Limited-access highways with only one lane in each direction, as well as those that are undivided, are also included under S1100.
S1200	Road/Path Features	Secondary Road	N	Y	N	Secondary roads are main arteries that are not limited access, usually in the U.S. highway, state highway, or county highway systems. These roads have one or more lanes of traffic in each direction, may or may not be divided, and usually have at-grade intersections with many other roads and driveways. They often have both a local name and a route number.
S1400	Road/Path Features	Local Neighborhood Road, Rural Road, City Street	N	Y	N	Generally a paved non-arterial street, road, or byway that usually has a single lane of traffic in each direction. Roads in this feature class may be privately or publicly maintained. Scenic park roads would be included in this feature class, as would (depending on the region of the country) some unpaved roads.
S1500	Road/Path Features	Vehicular Trail (4WD)	N	Y	N	An unpaved dirt trail where a four-wheel drive vehicle is required. These vehicular trails are found almost exclusively in very rural areas. Minor, unpaved roads usable by ordinary cars and trucks belong in the S1400 category.
S1630	Road/Path Features	Ramp	N	Y	N	A road that allows controlled access from adjacent roads onto a limited access highway, often in the form of a cloverleaf interchange.
S1640	Road/Path Features	Service Drive usually along a limited access highway	N	Y	N	A road, usually paralleling a limited access highway, that provides access to structures and/or service facilities along the highway. These roads can be named and may intersect with other roads.
S1710	Road/Path Features	Walkway/Pedestrian Trail	N	Y	N	A path that is used for walking, being either too narrow for or legally restricted from vehicular traffic.
S1720	Road/Path	Stairway	N	Y	N	A pedestrian passageway from one level to another by a series of steps.
S1730	Road/Path Features	Alley	N	Y	N	A service road that does not generally have associated addressed structures and is usually unnamed. It is located at the rear of buildings and properties and is used for deliveries.
S1740	Road/Path Features	Private Road for service vehicles (logging, oil fields, ranches, etc.)	N	Y	N	A road within private property that is privately maintained for service, extractive, or other purposes. These roads are often unnamed.
S1750	Road/Path Features	Internal U.S. Census Bureau use	N	Y	N	Internal U.S. Census Bureau use.
S1780	Road/Path Features	Parking Lot Road	N	Y	N	The main travel route for vehicles through a paved parking area. This may include unnamed roads through apartment/condominium/office complexes where pull-in parking spaces line the road.
S1820	Road/Path Features	Bike Path or Trail	N	Y	N	A path that is used for manual or small, motorized bicycles, being either too narrow for or legally restricted from vehicular traffic.
